crashSeverity,crashYear,region,weatherA,roadSurface,light,trafficControl,urban
Non-Injury Crash,2008,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2022,Taranaki Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2002,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Give way,Open
Minor Crash,2015,Bay of Plenty Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2011,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2021,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2022,Manawatū-Whanganui Region,Light rain,Sealed,Overcast,Nil,Open
Minor Crash,2017,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2010,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Minor Crash,2003,Southland Region,Fine,Sealed,Overcast,Give way,Urban
Minor Crash,2017,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2011,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2006,Wellington Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2019,Bay of Plenty Region,Fine,Sealed,Dark,Stop,Urban
Non-Injury Crash,2004,Auckland Region,Fine,Sealed,Twilight,Give way,Urban
Serious Crash,2025,Canterbury Region,Fine,Sealed,Overcast,Give way,Open
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2023,Auckland Region,Light rain,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2017,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2014,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2025,Auckland Region,Light rain,Sealed,Overcast,Nil,Open
Minor Crash,2005,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2013,Auckland Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2001,Otago Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2006,Auckland Region,Fine,Sealed,Twilight,Traffic Signals,Open
Non-Injury Crash,2025,Waikato Region,Heavy rain,Sealed,Overcast,Nil,Urban
Minor Crash,2008,Otago Region,Light rain,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2011,Tasman Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2006,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2012,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2017,Auckland Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2020,Waikato Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2006,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2019,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2005,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2015,Auckland Region,Light rain,Sealed,Overcast,Nil,Open
Minor Crash,2012,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2002,Auckland Region,Mist or Fog,Sealed,Dark,Nil,Urban
Non-Injury Crash,2017,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2007,Auckland Region,Light rain,Sealed,Twilight,Give way,Urban
Minor Crash,2009,Wellington Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2022,Otago Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2001,Canterbury Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2002,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2003,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2018,Hawke's Bay Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2006,Wellington Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2006,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2021,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2004,Bay of Plenty Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2024,Canterbury Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2022,Waikato Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2001,Hawke's Bay Region,Light rain,Sealed,Overcast,Give way,Open
Minor Crash,2024,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2016,Bay of Plenty Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2012,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2008,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2009,Northland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2022,Waikato Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2022,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2016,Northland Region,Heavy rain,Sealed,Overcast,Unknown,Open
Minor Crash,2003,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2012,Waikato Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2011,Otago Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2015,Southland Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2000,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2004,Waikato Region,Fine,Sealed,Twilight,Nil,Urban
Minor Crash,2025,Waikato Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2004,Nelson Region,Heavy rain,Sealed,Dark,Give way,Open
Minor Crash,2024,Wellington Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2010,Gisborne Region,Fine,Sealed,Bright sun,Nil,Urban
Serious Crash,2017,Northland Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2010,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2021,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2002,Waikato Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2016,Canterbury Region,Light rain,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2007,Canterbury Region,Snow,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2007,Hawke's Bay Region,Fine,Sealed,Dark,Nil,Urban
Serious Crash,2018,Otago Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2022,Northland Region,Fine,Sealed,Twilight,Stop,Open
Non-Injury Crash,2012,Hawke's Bay Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2001,Canterbury Region,Light rain,Sealed,Dark,Give way,Urban
Non-Injury Crash,2009,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2024,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2024,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2012,Taranaki Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2011,Auckland Region,Heavy rain,Sealed,Overcast,Nil,Open
Minor Crash,2020,Canterbury Region,Fine,Sealed,Dark,Nil,Urban
Minor Crash,2000,Wellington Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2021,Auckland Region,Light rain,Sealed,Overcast,Traffic Signals,Urban
Fatal Crash,2003,Otago Region,Fine,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2008,Otago Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2016,Manawatū-Whanganui Region,Heavy rain,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Twilight,Nil,Open
Serious Crash,2011,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2002,Canterbury Region,Light rain,Sealed,Dark,Unknown,Open
Non-Injury Crash,2004,Auckland Region,Light rain,Sealed,Dark,Nil,Urban
Minor Crash,2023,Tasman Region,Fine,Sealed,Twilight,Nil,Open
Non-Injury Crash,2022,Otago Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2009,Bay of Plenty Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2020,Waikato Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2018,Northland Region,Fine,Unsealed,Bright sun,Unknown,Urban
Minor Crash,2021,Auckland Region,Fine,Sealed,Twilight,Nil,Urban
Non-Injury Crash,2005,Tasman Region,Fine,Unsealed,Bright sun,Nil,Urban
Non-Injury Crash,2005,Auckland Region,Light rain,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2013,Auckland Region,Heavy rain,Sealed,Overcast,Give way,Urban
Minor Crash,2008,Wellington Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2022,Wellington Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2000,Canterbury Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2009,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2002,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2003,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2003,Otago Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2005,Canterbury Region,Light rain,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2014,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2013,Wellington Region,Fine,Sealed,Overcast,Traffic Signals,Open
Serious Crash,2000,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2008,Waikato Region,Fine,Sealed,Twilight,Unknown,Urban
Non-Injury Crash,2023,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2024,Marlborough Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2015,West Coast Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2004,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2001,Waikato Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2023,Otago Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2002,Auckland Region,Fine,Unsealed,Bright sun,Nil,Urban
Non-Injury Crash,2022,Waikato Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2022,Canterbury Region,Fine,Unsealed,Overcast,Nil,Open
Non-Injury Crash,2024,Otago Region,Fine,Sealed,Overcast,Nil,Open
Minor Crash,2018,West Coast Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2000,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2021,Northland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2019,Manawatū-Whanganui Region,Fine,Sealed,Dark,Stop,Open
Minor Crash,2007,Auckland Region,Light rain,Sealed,Dark,Nil,Urban
Non-Injury Crash,2002,Marlborough Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2016,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2019,Waikato Region,Fine,Sealed,Dark,Traffic Signals,Open
Non-Injury Crash,2012,Bay of Plenty Region,Fine,Sealed,Overcast,Stop,Open
Non-Injury Crash,2013,Tasman Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2008,Waikato Region,Fine,Unsealed,Bright sun,Nil,Open
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2022,Waikato Region,Light rain,Sealed,Dark,Nil,Open
Non-Injury Crash,2020,Otago Region,Heavy rain,Sealed,Overcast,Give way,Open
Non-Injury Crash,2010,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2008,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Serious Crash,2019,Canterbury Region,Fine,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2016,Wellington Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Twilight,Nil,Urban
Minor Crash,2018,Canterbury Region,Light rain,Sealed,Dark,Traffic Signals,Urban
Serious Crash,2022,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2020,Southland Region,Hail or Sleet,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2018,Northland Region,Light rain,Unsealed,Dark,Unknown,Open
Non-Injury Crash,2001,Bay of Plenty Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2013,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Serious Crash,2000,Otago Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2017,Auckland Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2023,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2024,Otago Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2001,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2021,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Twilight,Give way,Urban
Non-Injury Crash,2011,Wellington Region,Heavy rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2000,Southland Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2018,Bay of Plenty Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2008,Waikato Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2001,Waikato Region,Null,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2005,Otago Region,Fine,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2024,Manawatū-Whanganui Region,Light rain,Sealed,Twilight,Nil,Open
Minor Crash,2003,Otago Region,Fine,Sealed,Bright sun,Unknown,Open
Non-Injury Crash,2022,Manawatū-Whanganui Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2017,Nelson Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2017,Tasman Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2002,Auckland Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2011,Auckland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2007,Auckland Region,Fine,Sealed,Dark,Give way,Urban
Minor Crash,2025,Wellington Region,Light rain,Sealed,Overcast,Nil,Open
Minor Crash,2007,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Unknown,Nil,Urban
Non-Injury Crash,2015,Otago Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2024,Manawatū-Whanganui Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2001,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2025,Auckland Region,Fine,Sealed,Bright sun,Stop,Open
Serious Crash,2022,Bay of Plenty Region,Mist or Fog,Sealed,Dark,Nil,Open
Minor Crash,2017,Auckland Region,Fine,Sealed,Bright sun,Stop,Urban
Minor Crash,2006,Northland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2025,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Non-Injury Crash,2015,Canterbury Region,Fine,Sealed,Dark,Stop,Urban
Minor Crash,2005,Auckland Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2008,Wellington Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2018,Canterbury Region,Fine,Sealed,Bright sun,Stop,Urban
Minor Crash,2006,Waikato Region,Fine,Sealed,Dark,Unknown,Open
Minor Crash,2008,Wellington Region,Light rain,Sealed,Dark,Nil,Urban
Non-Injury Crash,2009,Auckland Region,Heavy rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2013,Wellington Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2003,Auckland Region,Null,Sealed,Dark,Nil,Urban
Non-Injury Crash,2022,Canterbury Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2023,Otago Region,Fine,Sealed,Overcast,Nil,Open
Serious Crash,2017,Auckland Region,Fine,Sealed,Twilight,Give way,Urban
Serious Crash,2014,Auckland Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2010,Manawatū-Whanganui Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2025,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2005,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2021,Waikato Region,Fine,Sealed,Bright sun,Give way,Open
Non-Injury Crash,2010,Auckland Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2018,Canterbury Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Serious Crash,2025,Manawatū-Whanganui Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2000,Auckland Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2011,Otago Region,Fine,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2024,Auckland Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2018,Auckland Region,Light rain,Sealed,Overcast,Nil,Open
Minor Crash,2007,Waikato Region,Fine,Sealed,Overcast,Nil,Urban
Minor Crash,2022,Wellington Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2021,Hawke's Bay Region,Null,Sealed,Unknown,Give way,Urban
Non-Injury Crash,2021,Waikato Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2008,Gisborne Region,Fine,Sealed,Overcast,Traffic Signals,Urban
Non-Injury Crash,2019,Auckland Region,Fine,Sealed,Dark,Traffic Signals,Urban
Non-Injury Crash,2011,Taranaki Region,Fine,Sealed,Bright sun,Stop,Open
Non-Injury Crash,2014,Canterbury Region,Mist or Fog,Sealed,Dark,Nil,Open
Non-Injury Crash,2019,Marlborough Region,Fine,Sealed,Dark,Stop,Open
Non-Injury Crash,2019,Waikato Region,Light rain,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2009,Wellington Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2003,Wellington Region,Fine,Sealed,Dark,Nil,Urban
Non-Injury Crash,2011,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2001,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Urban
Minor Crash,2020,Wellington Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2000,Waikato Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2018,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2012,Hawke's Bay Region,Fine,Sealed,Bright sun,Give way,Urban
Non-Injury Crash,2017,Canterbury Region,Fine,Sealed,Bright sun,Unknown,Open
Minor Crash,2011,Auckland Region,Fine,Sealed,Twilight,Stop,Urban
Minor Crash,2009,Auckland Region,Mist or Fog,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2020,Auckland Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2018,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2003,Auckland Region,Light rain,Sealed,Twilight,Traffic Signals,Urban
Non-Injury Crash,2025,Northland Region,Fine,Sealed,Dark,Nil,Open
Serious Crash,2014,Manawatū-Whanganui Region,Mist or Fog,Sealed,Overcast,Stop,Open
Minor Crash,2016,Southland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2025,Waikato Region,Fine,Sealed,Bright sun,Nil,Urban
Serious Crash,2014,Waikato Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2004,Auckland Region,Fine,Sealed,Bright sun,Nil,Urban
Minor Crash,2020,Southland Region,Fine,Sealed,Dark,Give way,Urban
Non-Injury Crash,2008,Auckland Region,Fine,Sealed,Twilight,Nil,Urban
Non-Injury Crash,2017,Waikato Region,Heavy rain,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2024,Auckland Region,Light rain,Sealed,Overcast,Nil,Open
Non-Injury Crash,2000,Auckland Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2009,Auckland Region,Light rain,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2004,Wellington Region,Fine,Sealed,Twilight,Give way,Urban
Minor Crash,2013,Auckland Region,Fine,Sealed,Bright sun,Traffic Signals,Urban
Minor Crash,2008,Auckland Region,Fine,Sealed,Overcast,Nil,Urban
Serious Crash,2007,Otago Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2023,Auckland Region,Fine,Sealed,Overcast,Nil,Open
Non-Injury Crash,2011,Wellington Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2017,Otago Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2006,Northland Region,Heavy rain,Sealed,Dark,Nil,Urban
Non-Injury Crash,2016,Wellington Region,Heavy rain,Sealed,Overcast,Unknown,Open
Non-Injury Crash,2017,Taranaki Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2012,Hawke's Bay Region,Fine,Sealed,Bright sun,Nil,Urban
Non-Injury Crash,2023,Bay of Plenty Region,Fine,Sealed,Bright sun,Give way,Urban
Minor Crash,2025,Hawke's Bay Region,Fine,Unsealed,Overcast,Nil,Open
Non-Injury Crash,2019,Manawatū-Whanganui Region,Fine,Sealed,Dark,Unknown,Open
Minor Crash,2007,Canterbury Region,Light rain,Sealed,Dark,Unknown,Urban
Non-Injury Crash,2001,Canterbury Region,Light rain,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2014,Manawatū-Whanganui Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2002,Waikato Region,Fine,Sealed,Bright sun,Give way,Open
Non-Injury Crash,2016,Auckland Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2013,Otago Region,Fine,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2011,Manawatū-Whanganui Region,Fine,Sealed,Dark,Nil,Open
Minor Crash,2013,Canterbury Region,Fine,Sealed,Overcast,Stop,Urban
Non-Injury Crash,2020,Otago Region,Fine,Sealed,Overcast,Nil,Urban
Non-Injury Crash,2003,Wellington Region,Fine,Sealed,Bright sun,Nil,Open
Non-Injury Crash,2006,West Coast Region,Light rain,Sealed,Dark,Unknown,Open
Non-Injury Crash,2019,Waikato Region,Fine,Sealed,Bright sun,Unknown,Urban
Non-Injury Crash,2006,Canterbury Region,Fine,Sealed,Dark,Unknown,Urban
Minor Crash,2016,Northland Region,Fine,Sealed,Dark,Unknown,Open
Non-Injury Crash,2000,Bay of Plenty Region,Light rain,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2016,Auckland Region,Null,Sealed,Overcast,Unknown,Urban
Non-Injury Crash,2003,Waikato Region,Fine,Sealed,Twilight,Nil,Open
Minor Crash,2011,Taranaki Region,Fine,Sealed,Bright sun,Nil,Open
Minor Crash,2007,Taranaki Region,Fine,Sealed,Overcast,Nil,Open
Serious Crash,2008,West Coast Region,Fine,Unsealed,Bright sun,Unknown,Open
Non-Injury Crash,2006,Northland Region,Fine,Sealed,Dark,Nil,Open
Non-Injury Crash,2011,Wellington Region,Fine,Sealed,Overcast,Give way,Urban
Non-Injury Crash,2014,Auckland Region,Fine,Sealed,Bright sun,Stop,Urban
Non-Injury Crash,2018,Hawke's Bay Region,Fine,Sealed,Dark,Unknown,Open
